spanish_frequency_5000
,,,
rank,word,pos,definition
4170,truco,nm,"trick, ruse"
4171,jugada,nf,"move, play"
4172,rencor,nm,"grudge, spite"
4173,correctamente,adv,correctly
4174,caridad,nf,charity
4175,gobernación,nf,"government, management"
4176,chorro,nm,"stream, jet, spurt"
4177,sucesivamente,adv,"successively, one by one"
4178,estimación,nf,estimate
4179,directivo,nm/f,"executive, manager"
4180,pupila,nf,pupil
4181,terminal,nm,"terminal, final"
4182,asimilar,v,to assimilate
4183,inmigrante,nc,immigrant
4184,jaula,nf,"cage, crate, playpen"
4185,directivo,adj,"managerial, administrative"
4186,proximidad,nf,proximity
4187,traslado,nm,transfer
4188,tranquilizar,v,to calm down
4189,manuscrito,nm,manuscript
4190,cabecera,nf,"head, header"
4191,pudrir,v,"to rot, decay"
4192,guapo,adj,"handsome, beautiful"
4193,eliminación,nf,elimination
4194,bloqueo,nm,"blockade, block"
4195,insólito,adj,"unusual, uncommon"
4196,lente,nmf,"lens, [pl] glasses"
4197,suprimir,v,"to suppress, delete"
4198,porción,nf,"part, portion, share"
4199,recobrar,v,"to recover, regain"
4200,insultar,v,"to insult, berate"
4201,salsa,nf,"sauce, salsa"
4202,ventanilla,nf,(vehicle) window
4203,lámina,nf,sheet (of metal)
4204,tenso,adj,"tight, tense"
4205,coordinador,nm/f,"coordinator, organizer"
4206,procesar,v,"to process, prosecute"
4207,reservado,adj,"reserved, booked"
4208,correspondencia,nf,"correspondence, connection"
4209,yacimiento,nm,"deposit, field"
4210,presentir,v,to sense in advance
4211,mueca,nf,"face, grimace"
4212,resuelto,adj,"resolved, determined"
4213,riguroso,adj,"rigorous, severe"
4214,recorte,nm,"clipping, cutting, trimming"
4215,cardenal,nm,cardinal
4216,barrer,v,"sweep, clean out"
4217,gusano,nm,"worm, caterpillar"
4218,apuesta,nf,"wager, bet"
4219,bruja,nf,"witch, hag"
4220,complejidad,nf,complexity
4221,protocolo,nm,"protocol, convention"
4222,dictador,nm,dictator
4223,francamente,adv,"frankly, openly"
4224,espera,nf,wait
4225,guión,nm,"script, hyphen"
4226,estrictamente,adv,strictly
4227,derrumbar,v,"to knock down, demolish"
4228,sureste,nm,southeast
4229,lastimar,v,"to hurt, damage"
4230,apurar,v,"to speed up, hurry up"
4231,heroico,adj,heroic
4232,diecinueve,num,nineteen
4233,desbordar,v,"to overflow, spill over"
4234,sal,nf,salt
4235,arrepentir,v,"to repent, regret"
4236,biografía,nf,biography
4237,cuidadosamente,adv,carefully
4238,desembocar,v,"to flow, lead into"
4239,horizontal,adj,horizontal
4240,colchón,nm,mattress
4241,rosado,adj,"pink, rosy"
4242,toalla,nf,towel
4243,fármaco,nm,"drug, medicine"
4244,salpicar,v,"to splash, splatter"
4245,sancionar,v,"to sanction, penalize"
4246,carpeta,nf,"folder, file"
4247,trasero,adj,"behind, back"
4248,apetito,nm,appetite
4249,cercanía,nf,"nearness, proximity"
4250,resucitar,v,to resuscitate
4251,estreno,nm,"premiere, debut"
4252,apóstol,nm,apostle
4253,naval,adj,naval
4254,volcán,nm,volcano
4255,presumir,v,"to boast, show off, suppose"
4256,corteza,nf,"bark, crust, rind, peel"
4257,adorno,nm,"decoration, adornment"
4258,económicamente,adv,economically
4259,disculpa,nf,"apology, excuse"
4260,censura,nf,"censorship, criticism"
4261,ampliación,nf,"enlargement, extension"
4262,refugiar,v,"to take shelter, give refuge"
4263,honrar,v,to honor
4264,muralla,nf,city wall
4265,rondar,v,"patrol, serenade"
4266,frustrado,adj,frustrated
4267,almohada,nf,pillow
4268,procesión,nf,procession
4269,suspensión,nf,suspension
4270,enfriar,v,to cool
4271,apartamento,nm,apartment
4272,desplazamiento,nm,"movement, removal"
4273,reportaje,nm,news report
4274,fundir,v,"to melt, cast, smelt"
4275,retraso,nm,delay
4276,acorde,nm,"agreement, accord"
4277,rescate,nm,"rescue, ransom"
4278,estrés,nm,stress
4279,cría,nf,"breeding, raising"
4280,observador,nm,observer
4281,editorial,adj,editorial
4282,manual,nm,"manual, handbook"
4283,multa,nf,"fine, penalty, citation"
4284,catalán,adj,Catalan
4285,comunión,nf,communion
4286,flexible,adj,flexible
4287,arco,nm,"arch, arc, bow"
4288,transferir,v,to transfer
4289,entrañas,nf,"insides, bowels"
4290,restringir,v,"to limit, restrict"
4291,incidencia,nf,"ocurrence, impact"
4292,tumor,nm,"tumor, growth"
4293,enfatizar,v,"to emphasize, stress"
4294,monarca,nm,monarch
4295,recitar,v,to recite
4296,repasar,v,"to review, revise"
4297,barbaridad,nf,atrocity
4298,costoso,adj,"costly, expensive"
4299,experimental,adj,experimental
4300,princesa,nf,princess
4301,sentenciar,v,"to sentence, condemn"
4302,progresivo,adj,progressive
4303,informático,adj,computer
4304,recortar,v,"to trim, cut off, clip"
4305,tramo,nm,"section, stretch, plot"
4306,camioneta,nf,"van, bus"
4307,polaco,adj,Polish
4308,empapar,v,"to soak, drench"
4309,apoderar,v,to take power
4310,escupir,v,to spit
4311,temeroso,adj,fearful
4312,comprador,nm,buyer
4313,decente,adj,"respectable, decent"
4314,comprometido,adj,"committed, engaged"
4315,abundancia,nf,abundance
4316,espiar,v,to spy on
4317,especificar,v,"to specify, itemize"
4318,detención,nf,"detention, arrest"
4319,ficticio,adj,fictitious
4320,indicio,nm,"indication, sign"
4321,cráneo,nm,"skull, cranium"
4322,contaminar,v,"to contaminate, pollute"
4323,predominar,v,to predominate
4324,vulgar,adj,"vulgar, common, banal"
4325,sueco,adj,Swiss
4326,implantar,v,"introduce, implant"
4327,envío,nm,"shipment, delivery"
4328,habitualmente,adv,habitually
4329,catástrofe,nf,catastrophe
4330,estupidez,nf,"stupidity, stupid thing"
4331,obsesión,nf,"mania, obsession"
4332,emisor,nm,"transmitter, emitter"
4333,perteneciente,adj,"pertaining, belonging"
4334,publicitario,adj,advertising
4335,verdura,nf,"vegetables, greenery"
4336,auxilio,nm,"help, aid, assistance"
4337,rollo,nm,"roll, coil"
4338,brutal,adj,"brutal, savage"
4339,agradecido,adj,"grateful, thankful"
4340,descuidar,v,to neglect
4341,popularidad,nf,popularity
4342,galaxia,nf,galaxy
4343,incierto,adj,uncertain
4344,veneno,nm,"poison, venom"
4345,renuncia,nf,"resignation, renunciation"
4346,contorno,nm,"outline, perimeter, edge"
4347,altamente,adv,highly
4348,certificado,nm,certificate
4349,jerarquía,nf,"hierarchy, rank"
4350,predicar,v,to preach
4351,emigrar,v,to emigrate
4352,reparto,nm,"distribution, delivery"
4353,precedente,nm,precedent
4354,residente,adj,resident
4355,aislar,v,"to isolate, insulate"
4356,transitar,v,"to roam, go by"
4357,divisa,nf,"currency, emblem"
4358,grato,adj,"agreeable, pleasant"
4359,alarma,nf,alarm
4360,entretenimiento,nm,entertainment
4361,protector,nm,"protector, defender"
4362,collar,nm,"collar, necklace"
4363,precaución,nf,"caution, forethought"
4364,clic,nm,click
4365,escasez,nf,"scarcity, shortage"
4366,topar,v,"to run into, bump into"
4367,corral,nm,"corral, yard"
4368,alba,nf (el),"dawn, daybreak"
4369,productividad,nf,productivity
4370,pastilla,nf,"pill, capsule"
4371,decidido,adj,"determined, resolute"
4372,progresar,v,to progress
4373,facción,nf,"(face) feature, faction"
4374,referente,adj,concerning
4375,gasolina,nf,gasoline
4376,extremadamente,adv,extremely
4377,alerta,nf,alert
4378,innecesario,adj,unnecessary
4379,cariñoso,adj,affectionate
4380,ilustrar,v,to illustrate
4381,fuertemente,adv,strongly
4382,adherir,v,"to adhere, attach"
4383,bordar,v,to embroider
4384,codo,nm,elbow
4385,animado,adj,"excited, lively"
4386,movilizar,v,to mobilize
4387,hígado,nm,liver
4388,satisfactorio,adj,satisfactory
4389,hábil,adj,"skillful, clever"
4390,fabricante,nm,manufacturer
4391,incorporación,nf,"inclusion, incorporation"
4392,ama,nc,"housekeeper, housewife"
4393,bolso,nm,"bag, purse"
4394,canciller,nm/f,"chancellor, ambassador"
4395,públicamente,adv,"publicly, in public"
4396,tolerancia,nf,tolerance
4397,idiota,nc,"idiot, dunce"
4398,catálogo,nm,catalog
4399,constatar,v,"to prove, verify"
4400,deficiencia,nf,"deficiency, lack"
4401,atormentar,v,"to torture, torment"
4402,solemne,adj,solemn
4403,compatriota,nc,fellow countryman
4404,frotar,v,"to rub, scrub"
4405,comisaría,nf,police station
4406,metodología,nf,"methodology, method"
4407,millonario,nm/f,millionaire
4408,bote,nm,"boat, container"
4409,bicho,nm,"bug, creature"
4410,hongo,nm,"mushroom, fungus"
4411,movilización,nf,mobilization
4412,lienzo,nm,"canvas, painting"
4413,franja,nf,"strip, stripe, fringe"
4414,cinturón,nm,belt
4415,repetición,nf,repetition
4416,sombrío,adj,"shady, dark, dismal"
4417,valiente,adj,"brave, courageous, bold"
4418,olla,nf,"pot, kettle"
4419,encajar,v,"to insert, fit well"
4420,limón,nm,"lemon, lime"
4421,complementario,adj,"additional, complementary"
4422,narrador,nm/f,narrator
4423,contrastar,v,to contrast
4424,simultáneamente,adv,simultaneously
4425,resistente,adj,"tough, resistant, durable"
4426,acumulación,nf,accumulation
4427,araña,nf,spider
4428,cicatriz,nf,scar
4429,festejar,v,to celebrate
4430,controversia,nf,controversy
4431,portada,nf,"cover, title page"
4432,fidelidad,nf,"faithfulness, accuracy"
4433,complicación,nf,complication
4434,mostrador,nm,"counter, desk"
4435,escurrir,v,"to drip, drain, trickle"
4436,apelar,v,"to call upon, appeal to"
4437,goma,nf,rubber
4438,agricultor,nm/f,farmer
4439,vejez,nf,old age
4440,factura,nf,"invoice, bill"
4441,torcer,v,"to twist, bend, distort"
4442,sustentar,v,"to maintain, support"
4443,colar,v,to slip in [se]
4444,mango,nm,"handle, mango"
4445,donación,nf,donation
4446,denominación,nf,"name, denomination"
4447,parroquia,nf,parish
4448,madurar,v,"to mature, ripen"
4449,oso,nm,bear
4450,indirecto,adj,indirect
4451,iluminación,nf,"illumination, lighting"
4452,reparación,nf,"repair, reparation"
4453,decadencia,nf,"decline, decay"
4454,alquiler,nm,"rent, rental"
4455,invento,nm,invention
4456,diseñador,nm/f,"designer, stylist"
4457,alambre,nm,wire
4458,migración,nf,migration
4459,integridad,nf,integrity
4460,saliva,nf,"saliva, spit"
4461,continental,adj,continental
4462,ascensor,nm,elevator
4463,congelar,v,to freeze
4464,embarcar,v,"to embark, load"
4465,simular,v,"to pretend, simulate"
4466,encaje,nm,lace
4467,peón,nm,"unskilled laborer, field hand"
4468,abusar,v,to abuse
4469,vaciar,v,"to empty, pour out"
4470,testamento,nm,"will, testament"
4471,bono,nm,"bond, certificate, voucher"
4472,súbito,adj,sudden
4473,arruga,nf,wrinkle
4474,síndrome,nm,syndrome
4475,estatuto,nm,statute
4476,rebelde,nc,"rebel, insurgent"
4477,encantado,adj,"pleased, delighted"
4478,alimentario,adj,food
4479,largar,v,"to let go, start out"
4480,cueva,nf,cave
4481,manipulación,nf,"handling, manipulation"
4482,hormiga,nf,ant
4483,licenciar,v,"to license, discharge"
4484,cuna,nf,"cradle, birth, lineage"
4485,fusil,nm,"gun, rifle"
4486,alternar,v,to alternate
4487,índole,nf,"nature, temperament"
4488,latir,v,to beat (heart)
4489,detenido,nm/f,"prisoner, detainee"
4490,uruguayo,adj,Uruguayan
4491,rocío,nm,dew
4492,seriedad,nf,seriousness
4493,invención,nf,"invention, contrivance"
4494,reprimir,v,to repress
4495,irregularidad,nf,irregularity
4496,panel,nm,"panel, screen"
4497,cabellera,nf,hair
4498,entierro,nm,burial
4499,postre,nm,dessert
4500,hispano,adj,Hispanic
4501,alertar,v,"to alert, warn"
4502,tumbar,v,"to knock over, cast down"
4503,creyente,nc,"believer, follower"
4504,celda,nf,cell
4505,cinematográfico,adj,cinematic
4506,tomate,nm,tomato
4507,constancia,nf,perseverance
4508,suministro,nm,"supply, provision"
4509,encoger,v,to shrink
4510,autorizado,adj,authorized
4511,partidario,adj,"in favor of, supportive"
4512,reanudar,v,"to renew, resume"
4513,bruto,adj,"brutal, coarse, clumsy"
4514,desfile,nm,"parade, line, formation"
4515,harina,nf,flour
4516,pedagógico,adj,"pedagogical, teaching"
4517,gemir,v,"to moan, groan"
4518,caracol,nf,"snail, shell"
4519,estética,nf,aesthetics
4520,revivir,v,to revive
4521,veloz,adj,"fast, quick"
4522,desafiar,v,"to defy, stand up to"
4523,fascinante,adj,fascinating
4524,devoción,nf,devotion
4525,volante,nm,steering wheel
4526,tranquilamente,adv,"calmly, peacefully"
4527,culo,nm,"bottom, butt"
4528,ampliamente,adv,widely
4529,dedicación,nf,"dedication, devotion"
4530,impregnar,v,"to impregnate, permeate"
4531,víspera,nf,eve
4532,enlazar,v,"to link, connect"
4533,prudente,adj,"sensible, prudent"
4534,incapacidad,nf,"inability, incompetence"
4535,defensivo,adj,defensive
4536,antena,nf,antenna
4537,fotográfico,adj,photographic
4538,charco,nm,"pool, puddle"
4539,bandeja,nf,tray
4540,maniobra,nf,"maneuver, operation"
4541,romance,nm,romance
4542,sofá,nm,"sofa, couch"
4543,moderado,adj,"moderate, mild"
4544,embarcación,nf,"ship, embarkation"
4545,espuma,nf,"foam, lather"
4546,alojar,v,"to host, accommodate"
4547,atómico,adj,"atomic, nuclear"
4548,esplendor,nm,splendor
4549,capitalista,adj,capitalist
4550,dialogar,v,"to confer, talk"
4551,fundamentar,v,"to base, found"
4552,justificación,nf,justification
4553,decorado,adj,decorated
4554,desierto,adj,"deserted, desolate"
4555,descalzo,adj,barefoot
4556,precipitación,nf,"precipitation, rainfall"
4557,teología,nf,theology
4558,muscular,adj,muscular
4559,canadiense,adj,Canadian
4560,privilegiado,adj,privileged
4561,admirable,adj,admirable
4562,innumerable,adj,"innumerable, countless"
4563,meditación,nf,meditation
4564,clavo,nm,"nail, tack, peg"
4565,chaqueta,nf,jacket
4566,velo,nm,veil
4567,amargura,nf,"bitterness, sorrow"
4568,yacer,v,"to lie, be located"
4569,recomendable,adj,advisable
4570,diluir,v,"to dilute, weaken"
4571,bienvenido,adj,welcome
4572,retirada,nf,"retreat, withdrawal"
4573,mago,nm/f,"magician, wizard"
4574,tembloroso,adj,"trembling, shaky"
4575,cazador,nm/f,hunter
4576,amontonar,v,"to gather, accumulate"
4577,despojar,v,"to deprive, rob"
4578,coca,nf,"cocaine, coke"
4579,plasmar,v,"to express, capture"
4580,perfeccionar,v,to perfect
4581,montañoso,adj,mountainous
4582,endurecer,v,"harden, make hard"
4583,donar,v,to donate
4584,acontecer,v,"to happen, come about"
4585,apagado,adj,turned off
4586,cívico,adj,"civic, civil"
4587,novelista,nc,novelist
4588,sobrepasar,v,"to excel, outperform"
4589,predecir,v,to predict
4590,arqueológico,adj,"archaeological, archeological"
4591,transacción,nf,"transaction, deal"
4592,desencadenar,v,"to unleash, unchain"
4593,ancho,nm,width
4594,asentamiento,nf,"settlement, colony"
4595,intuir,v,to sense
4596,contradictorio,adj,contradictory
4597,respetuoso,adj,respectful
4598,financiación,nf,"financing, funding"
4599,costero,adj,coastal
4600,restablecer,v,"to re-establish, restore"
4601,andino,adj,Andean
4602,árbitro,nm/f,"umpire, referee"
4603,torturar,v,"to torture, torment"
4604,piscina,nf,swimming pool
4605,prestigioso,adj,prestigious
4606,sinfonía,nf,symphony
4607,espina,nf,"thorn, spine"
4608,estatura,nf,"stature, height"
4609,fatiga,nf,fatigue
4610,parámetro,nm,parameter
4611,compasión,nf,compassion
4612,especulación,nf,"speculation, conjecture"
4613,agachar,v,"to duck, bend down"
4614,intacto,adj,intact
4615,pirámide,nf,pyramid
4616,vibración,nf,vibration
4617,étnico,adj,ethnic
4618,pésimo,adj,"dreadful, awful"
4619,barroco,adj,"baroque, elaborate"
4620,gala,nf,gala (performance/dinner)
4621,nobleza,nf,"nobility, uprightness"
4622,enormemente,adv,enormously
4623,provecho,nm,"benefit, use"
4624,cauce,nm,"(river) bed, ditch"
4625,chispa,nf,spark
4626,burro,nm,donkey
4627,inundación,nf,"flood, deluge"
4628,sirena,nf,"siren, mermaid"
4629,curiosamente,adv,"strangely, funnily enough"
4630,ofensiva,nf,"offensive, attack"
4631,exótico,adj,exotic
4632,cima,nf,"summit, peak, top"
4633,reconstrucción,nf,reconstruction
4634,enmarcar,v,to frame
4635,melancólico,adj,melancholy
4636,articulación,nf,"articulation, joint"
4637,mediterráneo,adj,Mediterranean
4638,retratar,v,"to portray, draw"
4639,flota,nf,fleet
4640,fracción,nf,fraction
4641,contagiar,v,"to infect, infest"
4642,molde,nm,"mold, cast, pattern"
4643,fauna,nf,"fauna, wildlife"
4644,apasionar,v,"to inspire, be passionate about"
4645,nalgas,nf,"buttocks, backside, bottom"
4646,indignar,v,to anger
4647,convento,nm,"convent, monastery"
4648,literalmente,adv,literally
4649,coco,nm,coconut
4650,chimenea,nf,"chimney, fireplace"
4651,supervivencia,nf,survival
4652,tentar,v,"to tempt, entice"
4653,puramente,adv,"purely, simply"
4654,milenio,nm,millennium
4655,lomo,nm,"back, loin, spine"
4656,glorioso,adj,glorious
4657,hazaña,nf,"deed, heroic feat"
4658,irlandés,adj,Irish
4659,fugaz,adj,"fleeting, brief,"
4660,adversario,nm,adversary
4661,diámetro,nm,diameter
4662,descifrar,v,to decipher
4663,medianoche,nf,midnight
4664,encarar,v,"to face, confront"
4665,discreto,adj,"discreet, tactful"
4666,fiscalía,nf,office of the public prosecutor
4667,natal,adj,"native, birth"
4668,prolongado,adj,"prolonged, lengthy"
4669,negativa,nf,"negative, denial"
4670,asombroso,adj,amazing
4671,coherente,adj,"coherent, connected"
4672,potenciar,v,"to strengthen, boost"
4673,segmento,nm,"segment, sector"
4674,contundente,adj,"decisive, blunt, forceful"
4675,ingenuo,adj,"naïve, ingenuous"
4676,minúsculo,adj,"minute, insignificant"
4677,inspector,nm/f,inspector
4678,auge,nm,"peak, boom"
4679,torpe,adj,"clumsy, awkward, slow"
4680,pureza,nf,"purity, chastity"
4681,ramo,nm,"bunch (of flowers), branch"
4682,auditorio,nm,"hearing, auditorium"
4683,tregua,nf,"truce, rest"
4684,escalón,nm,"stair, rung,"
4685,duque,nm,duke
4686,impecable,adj,"impeccable, faultless"
4687,amparar,v,"to protect, shelter"
4688,esencialmente,adv,essentially
4689,inminente,adj,imminent
4690,jurisdicción,nf,jurisdiction
4691,monopolio,nm,monopoly
4692,razonamiento,nm,reasoning
4693,ofensivo,adj,"offensive, aggressive"
4694,áspero,adj,"rough, coarse, harsh"
4695,rentable,adj,profitable
4696,navegador,nm/f,"browser, navigator"
4697,tradicionalmente,adv,traditionally
4698,alusión,nf,"allusion, hint"
4699,excursión,nf,excursion
4700,estudiantil,adj,student
4701,ilustre,adj,"renowned, illustrious"
4702,permanentemente,adv,permanently
4703,pestaña,nf,eyelash
4704,ídolo,nm,idol
4705,cuñado,nm/f,brother-in-law
4706,humillar,v,to humiliate
4707,extinción,nf,extinction
4708,originario,adj,"native to, originate from"
4709,lateral,adj,"side, lateral"
4710,condicionar,v,"to condition, determine"
4711,asentir,v,"to assent, agree"
4712,relámpago,nm,lightning
4713,vacilar,v,"to vacillate, hesitate"
4714,comunismo,nm,communism
4715,santa,nf,saint (f)
4716,terrorismo,nm,terrorism
4717,revólver,nm,"revolver, gun"
4718,viable,adj,"viable, feasible"
4719,maquillaje,nm,makeup
4720,encargo,nm,"job, order, errand"
4721,corrección,nf,"correction, amendment"
4722,lealtad,nf,"loyalty, faithfulness"
4723,atentar,v,"to attack, attempt, threaten"
4724,diferir,v,to differ
4725,frasco,nm,"bottle, jar, flask"
4726,montaje,nm,"assembly, staging"
4727,concha,nf,shell
4728,conejo,nm,rabbit
4729,desesperar,v,"to despair, lose hope"
4730,celebrado,adj,"celebrated, famous"
4731,coronar,v,"to crown, top"
4732,pino,nm,pine (tree)
4733,cooperativa,nf,"cooperative, co-op"
4734,silvestre,adj,wild
4735,tos,nf,cough
4736,vulnerable,adj,vulnerable
4737,pertinente,adj,"pertinent, relevant"
4738,competición,nf,"competition, contest"
4739,anteojo,nm,"telescope, eyeglasses"
4740,cancelar,v,to cancel
4741,embarazada,adj,pregnant
4742,elegancia,nf,"elegance, style"
4743,indicación,nf,indication
4744,bárbaro,adj,"savage, horrible"
4745,pardo,adj,"brown, dark, dim"
4746,tranvía,nm,"trolley, tram, streetcar"
4747,detallado,adj,"detailed, thorough"
4748,esclavitud,nf,slavery
4749,tardío,adj,"late, belated"
4750,desvanecer,v,"to fade, dispel"
4751,arrugado,adj,"wrinkled, creased"
4752,empeño,nm,"insistence, determination"
4753,cruzado,adj,"crossed, crossbred"
4754,traspasar,v,"to go beyond, cross over"
4755,desigualdad,nf,"inequality, unevenness"
4756,trascender,v,to transcend
4757,arruinar,v,"to ruin, destroy"
4758,insistencia,nf,"insistence, persistence"
4759,complicidad,nf,"involvement, complicity"
4760,inauguración,nf,"opening, inauguration"
4761,extinguir,v,"to extinguish, put out"
4762,medición,nf,measurement
4763,políticamente,adv,politically
4764,dificultar,v,"to hinder, obstruct"
4765,infeliz,adj,"unhappy, unfortunate"
4766,sellar,v,"to seal, stamp"
4767,proposición,nf,proposition
4768,afilar,v,to sharpen
4769,buey,nm,ox
4770,duplicar,v,"to double, duplicate"
4771,hidrógeno,nm,hydrogen
4772,bóveda,nf,"vault, dome"
4773,misericordia,nf,"compassion, mercy"
4774,flecha,nf,"arrow, dart"
4775,complemento,nm,"complement, supplement"
4776,dureza,nf,"hardness, toughness"
4777,amarillento,adj,yellowish
4778,décimo,adj,tenth
4779,agravar,v,to aggravate
4780,palmera,nf,palm tree
4781,llamativo,adj,striking
4782,andaluz,adj,Andalusian
4783,jabón,nm,soap
4784,minería,nf,mining
4785,leña,nf,firewood
4786,opaco,adj,"dull, opaque, heavy"
4787,marcador,nm,"sign, scoreboard"
4788,consecutivo,adj,consecutive
4789,impaciencia,nf,impatience
4790,físicamente,adv,physically
4791,mamífero,nm,mammal
4792,novedoso,adj,"novel, new"
4793,nombramiento,nm,"appointment, nomination"
4794,expresivo,adj,expressive
4795,frito,adj,fried
4796,abuelo,nm,grandfather
4797,intervalo,nm,"interval, gap"
4798,solidario,adj,"united, jointly shared"
4799,amarrar,v,"to tie, fasten"
4800,oyente,nc,"listener, hearer"
4801,anhelo,nm,"longing, yearning"
4802,incidir,v,"to influence, affect"
4803,antemano,adv,"beforehand, in advance"
4804,consejero,nm/f,"advisor, counselor"
4805,inexplicable,adj,unexplainable
4806,soltero,adj,"single, bachelor"
4807,subasta,nf,auction
4808,ficha,nf,"index card, chip, token"
4809,insignificante,adj,insignificant
4810,meridional,adj,southern
4811,textura,nf,texture
4812,merced,nf,"favor, mercy"
4813,rascar,v,"to scratch, scrape"
4814,desenvolver,v,"to clear up, unwrap"
4815,puntual,adj,punctual
4816,nicaragüense,adj,Nicaraguan
4817,requerimiento,nm,"requirement, request, summons"
4818,mediocre,adj,mediocre
4819,rienda,nf,"rein, restraint"
4820,derribar,v,"to knock down, overthrow"
4821,compacto,adj,"compact, dense"
4822,teclado,nm,keyboard
4823,tanque,nm,"tank, large container"
4824,helicóptero,nm,helicopter
4825,envidiar,v,to envy
4826,capacitar,v,"to qualify, prepare"
4827,aflojar,v,to loosen
4828,maldad,nf,"evil, wickedness"
4829,brusco,adj,"brusque, abrupt, sudden"
4830,envejecer,v,"to age, grow old"
4831,estrechar,v,"to tighten, make closer"
4832,cagar,v,"to dirty, crap"
4833,atleta,nc,athlete
4834,reformar,v,"to reform, renovate"
4835,suplicar,v,to beg
4836,desconfianza,nf,distrust
4837,forzado,adj,"forced, stiff"
4838,vasco,adj,Basque
4839,resurrección,nf,resurrection
4840,monumental,adj,monumental
4841,trascendencia,nf,"transcendent nature, significance"
4842,ecuación,nf,equation
4843,seriamente,adv,seriously
4844,secuestro,nm,"kidnapping, seizure"
4845,apuro,nm,"trouble, predicament"
4846,nulo,adj,"void, null"
4847,quehacer,nm,"task, job, chore"
4848,amparo,nm,"protection, shelter"
4849,irónico,adj,"ironic, mocking"
4850,burbuja,nf,bubble
4851,insertar,v,"to insert, put in"
4852,huésped,nc,"guest, lodger"
4853,calzar,v,to wear (shoes)
4854,humildad,nf,humility
4855,hilera,nf,"row, line"
4856,tenis,nm,tennis
4857,pato,nm,duck
4858,enfermar,v,to become ill
4859,conversión,nf,"conversion, change"
4860,palpar,v,"to feel, touch, fondle"
4861,rojizo,adj,"reddish, ruddy"
4862,invocar,v,to invoke
4863,pulsar,v,"to press, beat, strike, throb"
4864,impaciente,adj,impatient
4865,apunte,nm,"note, annotation"
4866,llano,adj,"flat, level, plain"
4867,sofisticado,adj,sophisticated
4868,filtro,nm,"filter, screening"
4869,primordial,adj,"fundamental, primary"
4870,inolvidable,adj,unforgettable
4871,plantilla,nf,"template, stencil"
4872,espanto,nm,"fright, ghost"
4873,contratación,nf,"hiring, recruitment"
4874,harto,adv,"full, sick of"
4875,triángulo,nm,triangle
4876,preventivo,adj,"preventive, preemptive"
4877,impotencia,nf,impotence
4878,diabetes,nf,diabetes
4879,semanal,adj,weekly
4880,tele,nf,"tv, television"
4881,insuficiente,adj,insufficient
4882,documental,adj,documentary
4883,concurrir,v,"to coincide, concur, meet"
4884,vinculación,nf,"link, connection"
4885,difunto,nm/f,deceased
4886,plenitud,nf,"fullness, abundance"
4887,interrupción,nf,interruption
4888,disgusto,nm,"disgust, annoyance"
4889,cómico,adj,comic
4890,entonar,v,"to intone, sing, modulate"
4891,exhibición,nf,"exhibition, showing"
4892,reseña,nf,"review, outline"
4893,despegar,v,"to detach, take off (plane)"
4894,disponibilidad,nf,availability
4895,previsión,nf,"forecast, precaution"
4896,implacable,adj,"relentless, implacable"
4897,futbolista,nm/f,soccer player
4898,marea,nf,"wave, tide, ebb"
4899,relevancia,nf,relevance
4900,siniestro,adj,sinister
4901,pillar,v,"to capture, catch"
4902,récord,nm,record
4903,tóxico,adj,toxic
4904,formidable,adj,"formidable, tremendous"
4905,legalmente,adv,legally
4906,ecosistema,nm,ecosystem
4907,internar,v,to confine
4908,ráfaga,nf,"burst, gust"
4909,manchado,adj,"stained, dirty"
4910,mecánica,nf,"mechanics, mechanism"
4911,inclusión,nf,inclusion
4912,apto,adj,"appropriate, fit, able"
4913,restante,adj,"remaining, leftover"
4914,fronterizo,adj,border
4915,encierro,nm,"confinement, imprisonment"
4916,prevalecer,v,to prevail
4917,cheque,nm,check
4918,dudoso,adj,"doubtful, dubious"
4919,postular,v,"to postulate, nominate"
4920,portador,nm,"bearer, carrier"
4921,confederación,nf,"confederation, alliance"
4922,film,nm,"film, movie"
4923,portavoz,nm,"spokesperson, mouthpiece"
4924,compensación,nf,compensation
4925,temática,nf,theme
4926,noroeste,nm,northwest
4927,jinete,nm,"rider, horseman"
4928,pertenencia,nf,"membership, property"
4929,estrellar,v,to crash
4930,pasivo,adj,passive
4931,percatar,v,"to inform, become aware"
4932,cordón,nm,"cord, yarn, braid"
4933,melancolía,nf,"melancholy, depression"
4934,arrodillar,v,to kneel
4935,plancha,nf,"(electric) iron, plate, sheet"
4936,dispersar,v,"to disperse, scatter, spread"
4937,artesano,nm/f,"artisan, craftsman"
4938,movilidad,nf,"mobility, movement"
4939,zapatilla,nf,"slipper, shoe"
4940,intuición,nf,intuition
4941,consigna,nf,"watchword, motto, slogan"
4942,casero,adj,homemade
4943,credibilidad,nf,credibility
4944,pequeñito,adj,"very small, tiny"
4945,narrativo,adj,narrative
4946,constructor,nm/f,"builder, construction"
4947,térmico,adj,"thermal, heated"
4948,poblador,nm/f,"settler, resident"
4949,bienvenida,nf,"welcome, greeting"
4950,descuido,nm,"neglect, oversight"
4951,subjetivo,adj,subjective
4952,molecular,adj,molecular
4953,aislamiento,nm,isolation
4954,expulsión,nf,"expulsion, ejection"
4955,atributo,nm,"attribute, quality"
4956,alarmar,v,to alarm
4957,lamento,nm,"lament, moan"
4958,garra,nf,"claw, fang"
